A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,label
3057,90,17,443,190,6293,244,210,90,3894,0
3050,92,22,417,183,6308,247,201,72,3918,0
3034,93,30,391,167,6323,250,180,37,3942,0
3018,93,29,366,151,6339,250,183,40,3966,0
3001,95,23,342,134,6354,249,198,65,3990,0
2991,104,18,319,124,6370,248,214,88,4014,0
2982,116,19,297,115,6385,249,219,90,4039,0
2972,128,20,277,105,6401,248,224,95,4063,0
2965,151,17,258,98,6417,239,237,122,4087,0
2962,173,17,242,102,6429,228,246,144,4112,0
2962,184,18,228,99,6402,221,249,154,4136,0
2965,191,21,212,102,6374,214,251,161,4161,0
2968,162,25,192,105,6346,235,236,116,4186,0
2955,144,32,175,92,6319,245,215,72,4210,0
2945,140,34,162,82,6291,247,209,61,4235,0
2929,135,34,153,69,6263,249,203,52,4260,0
2916,132,33,150,62,6236,251,203,51,4285,0
2900,127,31,124,46,6208,253,202,52,4310,0
2886,122,28,95,32,6181,254,204,58,4335,0
2873,118,25,67,19,6153,253,209,68,4360,0
2863,116,19,42,9,6126,249,219,90,4386,0
2854,97,11,30,7,6098,238,224,116,4411,0
2850,341,9,0,0,6071,202,228,164,4436,0
2857,326,18,30,10,6043,174,218,183,4462,0
2860,342,17,42,10,6016,184,213,167,4487,0
2863,341,14,60,13,5989,189,218,167,4512,0
2867,333,14,67,17,5961,187,221,173,4538,0
2870,334,14,85,20,5934,187,221,172,4564,0
2873,332,15,108,26,5907,184,220,175,4589,0
2877,325,16,124,27,5879,178,220,181,4615,0
2883,315,19,134,39,5852,166,221,194,4641,0
2896,315,23,170,42,5798,154,215,198,4692,0
2909,305,26,192,62,5771,140,216,211,4718,0
2922,301,27,216,82,5743,137,218,216,4744,0
2936,297,27,242,92,5716,135,220,220,4770,0
2949,297,26,268,109,5689,139,222,218,4796,0
2962,297,27,277,115,5662,135,219,219,4823,0
2975,306,26,285,135,5635,141,216,211,4849,0
2985,324,22,295,141,5608,158,210,188,4875,0
2991,347,21,309,151,5581,175,202,161,4901,0
2991,11,21,323,157,5554,192,192,130,4927,0
2985,21,21,335,154,5528,201,189,118,4954,0
2982,15,17,350,151,5501,202,202,133,4980,0
2982,344,11,366,145,5474,198,223,164,5006,0
2985,315,11,384,154,5447,192,231,180,5033,0
2988,315,14,404,151,5420,182,228,185,5059,0
2995,319,16,424,151,5394,177,224,186,5086,0
3001,314,16,446,167,5367,176,226,189,5113,0
3008,329,12,467,164,5340,190,225,174,5139,0
3008,350,9,488,174,5314,203,224,160,5166,0
3008,315,8,509,168,5287,198,233,175,5192,0
3014,304,5,531,183,5261,206,237,171,5219,0
3014,90,1,552,174,5234,221,236,151,5246,0
3011,117,3,573,177,5208,225,236,146,5273,0
3011,101,4,595,184,5181,226,234,144,5299,0
3008,76,4,600,89,5155,225,232,143,5326,0
3008,75,5,570,89,5129,226,231,140,5353,0
3004,100,7,540,85,5102,231,231,133,5380,0
3001,103,13,510,82,5076,241,224,110,5407,0
2991,102,14,480,72,5050,242,221,105,5434,0
2985,101,7,450,66,5024,233,230,130,5461,0
2982,94,12,420,63,4997,238,222,113,5488,0
2972,103,13,390,53,4971,242,222,108,5515,0
2968,135,7,360,49,4945,231,237,138,5542,0
2968,125,10,330,49,4919,237,233,126,5569,0
2959,124,11,300,40,4893,239,232,123,5597,0
2959,162,8,270,40,4867,228,242,147,5624,0
2959,180,8,240,40,4842,223,245,155,5651,0
2959,141,10,210,40,4816,236,237,131,5678,0
2952,126,13,180,33,4790,242,231,115,5706,0
2949,125,11,150,30,4764,239,232,122,5733,0
2942,106,11,120,23,4739,239,227,117,5760,0
2936,90,12,90,17,4713,239,220,110,5788,0
2929,77,13,60,10,4687,236,215,107,5815,0
2922,50,11,30,3,4662,225,216,124,5842,0
2919,29,12,0,0,4636,216,213,131,5870,0
2916,15,13,0,0,4611,208,213,141,5897,0
2916,350,13,30,7,4586,195,217,160,5925,0
2919,0,14,60,10,4560,199,213,151,5952,0
2916,24,13,85,10,4535,212,212,134,5980,0
2913,338,8,108,13,4510,202,228,165,6007,0
2919,297,14,127,19,4485,181,235,194,6035,0
2926,303,11,150,30,4460,189,235,186,6062,0
2929,306,9,175,33,4435,196,235,179,6090,0
2936,329,4,201,43,4410,210,235,163,6118,0
2932,59,6,228,42,4385,224,228,139,6145,0
2929,45,4,255,43,4360,221,231,146,6173,0
2929,56,7,277,46,4335,225,226,135,6201,0
2922,65,10,300,39,4311,230,221,123,6229,0
2919,77,10,324,36,4286,233,221,119,6256,0
2909,63,7,350,32,4262,226,226,134,6284,0
2913,17,5,362,30,4237,216,229,151,6312,0
2913,62,8,376,33,4213,227,223,130,6340,0
2906,55,8,391,29,4189,225,224,133,6367,0
2903,38,8,408,33,4164,220,222,136,6395,0
2900,33,7,390,33,4140,219,226,143,6423,0
2900,15,3,362,33,4116,217,233,154,6451,0
2900,63,4,335,37,4092,224,231,143,6431,0
2896,78,8,309,33,4068,231,226,128,6405,0
2890,78,10,283,33,4044,234,221,118,6378,0
2886,51,3,258,29,4020,221,232,147,6352,0
2890,45,2,234,33,3997,220,234,151,6326,0
2886,77,10,212,29,3973,233,221,119,6300,0
2880,77,12,190,30,3950,235,218,113,6274,0
2870,80,9,162,20,3926,233,223,122,6248,0
2867,78,10,134,20,3903,234,221,118,6222,0
2860,82,15,108,13,3880,239,213,100,6196,0
2850,84,14,85,3,3856,239,216,105,6170,0
2847,69,6,60,7,3833,226,228,136,6144,0
2847,345,5,30,7,3810,211,232,160,6118,0
2850,321,10,0,0,3788,194,230,176,6092,0
2854,324,13,30,14,3765,186,225,179,6066,0
2857,326,17,42,10,3742,176,219,182,6040,0
2863,330,19,67,23,3720,173,214,179,6014,0
2867,351,16,95,33,3697,190,212,158,5989,0
2867,357,14,124,40,3675,197,213,153,5963,0
2867,0,14,153,40,3653,199,214,151,5937,0
2867,3,14,182,46,3630,200,212,148,5912,0
2867,16,15,212,53,3608,206,208,137,5886,0
2863,23,14,242,45,3587,211,209,132,5861,0
2860,9,11,234,13,3565,208,219,147,5835,0
2860,26,9,212,13,3543,216,220,140,5810,0
2857,37,10,192,10,3522,220,219,133,5784,0
2854,37,10,175,7,3500,220,218,132,5759,0
2850,347,9,162,14,3479,204,226,161,5734,0
2857,329,10,150,30,3458,196,228,172,5709,0
2857,50,11,127,30,3437,225,216,124,5683,0
2848,74,16,108,21,3416,237,207,95,5658,0
2839,81,14,95,12,3395,238,214,103,5633,0
2832,87,13,85,17,3375,239,217,106,5608,0
2823,89,16,67,14,3354,243,212,93,5583,0
2813,85,17,42,4,3334,242,210,92,5558,0
2804,77,13,30,4,3314,236,216,110,5533,0
2800,68,8,0,0,3294,228,225,130,5508,0
2796,62,5,30,-3,3274,224,230,142,5484,0
2795,18,4,42,-4,3254,217,231,152,5459,0
2797,27,6,67,1,3234,217,226,145,5434,0
2793,53,7,85,0,3215,224,224,134,5409,0
2789,56,3,108,-2,3196,222,232,146,5385,0
2789,45,1,134,1,3177,219,236,155,5360,0
2789,72,2,162,2,3158,222,234,149,5336,0
2788,45,3,190,3,3139,220,232,148,5311,0
2788,34,3,201,9,3121,219,232,149,5287,0
2786,63,5,216,12,3102,225,229,139,5263,0
2782,68,7,234,13,3084,227,226,133,5238,0
2779,41,5,255,15,3066,220,229,145,5214,0
2780,43,8,277,16,3048,222,223,136,5190,0
2774,25,8,277,32,3031,216,223,143,5166,0
2774,355,5,255,32,3013,211,230,157,5142,0
2772,74,7,234,30,2996,229,227,132,5118,0
2766,82,8,212,24,2979,232,225,126,5094,0
2764,70,9,192,28,2962,230,223,125,5070,0
2759,57,8,170,23,2946,226,223,132,5047,0
2758,37,5,150,27,2929,220,229,145,5023,0
2757,67,8,127,26,2913,228,224,129,4999,0
2751,91,11,108,22,2893,237,223,117,4976,0
2745,109,14,85,16,2863,244,223,105,4952,0
2735,115,14,67,6,2833,244,225,107,4929,0
2731,120,8,42,2,2803,234,234,131,4906,0
2730,111,3,30,1,2773,225,236,145,4882,0
2731,93,5,30,4,2743,228,232,138,4859,0
2727,96,15,0,0,2713,243,217,100,4836,0
2712,102,13,0,0,2684,241,223,110,4813,0
2710,97,6,0,0,2654,230,231,135,4790,0
2705,74,7,0,0,2624,229,227,132,4767,0
2704,352,3,0,0,2594,214,233,158,4744,0
2708,331,6,30,6,2564,205,232,166,4722,0
2708,352,9,30,4,2534,205,225,158,4699,0
2708,342,11,42,7,2505,197,223,165,4676,0
2711,338,11,67,16,2475,195,224,168,4654,0
2713,338,9,85,15,2445,200,227,166,4631,0
2715,337,8,108,18,2415,203,229,165,4609,0
2716,345,7,127,19,2385,206,229,161,4587,0
2716,330,7,150,26,2356,204,232,167,4565,0
2721,336,3,170,27,2326,213,235,160,4543,0
2718,0,1,190,32,2296,217,236,156,4521,0
2720,291,4,201,30,2266,208,239,169,4499,0
2723,0,1,216,40,2236,217,236,156,4477,0
2721,86,6,234,39,2207,229,230,134,4456,0
2715,65,5,255,33,2177,225,230,140,4434,0
2714,16,6,268,35,2147,215,227,149,4413,0
2713,29,6,283,29,2117,218,226,144,4391,0
2711,63,3,256,4,2088,222,233,146,4370,0
2711,117,1,228,4,2058,220,237,153,4349,0
2710,198,1,201,3,2028,218,239,157,4328,0
2711,198,2,175,0,1998,218,241,159,4307,0
2712,180,3,150,0,1969,221,241,156,4286,0
2711,180,3,127,2,1939,221,241,156,4265,0
2712,202,4,108,3,1909,218,244,162,4245,0
2714,230,7,95,5,1879,209,247,175,4224,0
2718,222,7,90,9,1850,211,247,172,4204,0
2719,182,5,90,10,1820,222,244,157,4183,0
2719,221,4,90,10,1790,215,244,166,4163,0
2723,263,4,60,0,1761,210,241,170,4143,0
2724,259,4,30,0,1731,211,241,169,4123,0
2727,122,3,30,0,1642,225,237,147,4064,0
2727,225,1,60,0,1613,217,239,159,4045,0
2727,216,2,90,0,1583,217,241,161,4025,0
2726,218,3,120,-1,1554,216,242,162,4006,0
2728,198,2,150,0,1524,218,241,159,3987,0
2728,113,5,180,0,1495,230,234,138,3968,0
2723,89,9,210,-4,1465,234,225,122,3950,0
2717,75,11,240,-10,1436,234,218,115,3931,0
2711,79,15,270,-16,1406,238,212,101,3913,0
2702,86,16,300,-25,1377,242,211,95,3894,0
2694,85,17,330,-33,1347,242,208,89,3876,0
2682,78,18,360,-45,1318,240,205,90,3858,0
2675,77,15,390,-52,1289,238,211,100,3840,0
2667,85,15,420,-60,1259,240,213,99,3822,0
2659,86,14,450,-68,1230,240,216,103,3805,0
2652,78,12,480,-75,1201,236,217,111,3787,0
2645,73,13,499,99,1172,235,215,110,3770,0
2638,75,12,484,97,1142,234,217,113,3753,0
2633,80,12,467,92,1113,236,219,113,3736,0
2626,71,11,446,88,1084,233,218,115,3719,0
2623,54,13,424,85,1055,227,212,116,3703,0
2616,54,14,404,84,1026,228,208,111,3686,0
2609,66,14,382,77,997,233,211,107,3670,0
2601,73,13,361,69,968,235,213,107,3654,0
2596,65,11,342,64,940,230,218,120,3638,0
2594,58,12,324,68,911,228,215,117,3622,0
2586,51,13,309,60,882,226,211,116,3607,0
2581,46,13,295,55,854,224,211,119,3591,0
2575,54,10,283,49,825,226,218,125,3576,0
2572,88,8,268,46,797,232,227,128,3561,0
2567,110,11,256,41,769,239,228,118,3546,0
2560,110,11,247,34,741,239,228,118,3532,0
2557,101,8,242,31,713,233,230,129,3517,0
2554,87,9,240,28,685,234,225,123,3503,0
2547,84,11,240,21,658,236,221,115,3489,0
2541,74,8,242,15,631,230,226,129,3475,0
2540,71,9,247,14,604,230,223,126,3461,0
2534,80,12,256,8,577,236,219,113,3448,0
2527,76,6,268,1,551,228,229,136,3435,0
2529,81,6,270,3,525,228,230,136,3422,0
2523,86,10,268,33,499,235,223,119,3409,0
2518,84,10,256,28,474,234,224,121,3396,0
2511,90,5,247,21,450,228,231,137,3384,0
2511,86,4,242,35,426,225,233,144,3372,0
2507,74,10,216,31,404,232,222,122,3360,0
3018,220,12,541,96,5711,206,251,181,2982,0
3024,220,13,552,105,5721,205,252,182,3000,0
3027,216,13,564,108,5731,206,252,180,3018,0
3031,197,11,577,112,5741,217,250,166,3036,0
3031,209,12,592,109,5752,210,251,175,3055,0
3037,234,15,607,111,5762,193,252,194,3073,0
3044,197,9,624,118,5772,218,248,164,3092,0
3041,164,11,642,115,5783,230,243,144,3111,0
3041,173,12,661,115,5794,227,246,149,3131,0
3041,161,12,680,119,5805,232,243,140,3150,0
3037,156,11,700,121,5816,233,241,139,3169,0
3037,169,10,713,118,5827,228,244,148,3189,0
3037,141,12,721,118,5839,238,237,127,3209,0
3027,119,18,731,101,5850,248,222,96,3229,0
3018,115,18,741,92,5862,248,219,92,3249,0
3008,140,11,752,89,5873,237,237,128,3269,0
3011,212,10,765,92,5885,211,250,173,3290,0
3014,193,8,778,98,5897,219,247,162,3310,0
3011,186,7,792,95,5909,222,246,158,3331,0
3014,233,7,805,95,5922,208,247,175,3352,0
3018,225,3,819,99,5934,216,242,163,3373,0
3018,221,4,834,99,5946,215,244,166,3394,0
3021,200,5,849,102,5959,218,244,162,3415,0
3018,180,3,865,99,5972,220,241,156,3437,0
3018,262,5,882,102,5985,207,242,173,3458,0
3021,250,5,900,105,5998,209,243,172,3480,0
3024,245,10,918,105,6011,200,248,185,3502,0
3031,243,11,918,-2,6024,199,249,187,3524,0
3034,238,10,888,167,6037,201,249,185,3546,0
3041,239,6,859,174,6051,210,245,173,3568,0
3041,25,4,830,174,6064,218,231,150,3590,0
3041,51,10,800,174,6078,225,218,126,3612,0
3031,10,5,771,164,6092,214,229,152,3635,0
3037,277,12,742,170,6106,186,242,195,3658,0
3044,249,14,713,177,6120,189,250,198,3680,0
3054,233,16,684,187,6134,191,253,196,3703,0
3060,229,15,655,193,6148,196,253,191,3726,0
3067,220,12,626,200,6163,206,251,181,3749,0
3067,219,9,598,200,6177,210,249,175,3772,0
3073,233,7,569,206,6192,208,247,176,3795,0
3073,205,4,541,206,6207,217,243,162,3818,0
3073,138,6,513,206,6222,229,238,143,3842,0
3070,128,8,485,203,6237,234,235,132,3865,0
3067,111,14,457,200,6252,243,224,108,3889,0
3057,104,18,430,190,6267,247,215,90,3913,0
3050,100,23,402,183,6282,250,203,69,3936,0
3031,98,30,376,164,6297,252,183,36,3960,0
3014,100,30,350,147,6313,252,185,38,3984,0
2998,105,25,324,131,6329,252,200,60,4008,0
2988,112,23,300,121,6344,252,210,74,4032,0
2975,120,24,277,108,6360,252,212,73,4056,0
2965,130,22,255,98,6376,250,221,87,4080,0
2955,148,19,234,88,6392,241,235,115,4105,0
2955,168,18,216,88,6408,231,244,137,4129,0
2952,174,20,201,92,6413,227,246,141,4154,0
2952,178,25,190,89,6385,222,245,140,4178,0
2952,159,31,170,89,6358,235,227,97,4203,0
2939,147,35,150,76,6330,241,211,66,4227,0
2929,146,34,134,66,6303,242,212,68,4252,0
2916,140,33,124,53,6275,247,210,62,4277,0
2903,135,31,120,43,6248,250,210,63,4302,0
2890,131,28,108,36,6220,252,212,68,4327,0
2880,125,25,85,26,6193,252,213,72,4352,0
2867,121,22,60,13,6165,251,215,80,4377,0
2857,121,14,30,3,6138,243,228,111,4402,0
2854,45,1,0,0,6110,219,235,153,4427,0
2857,311,16,0,0,6083,175,227,191,4452,0
2867,321,22,30,17,6056,157,212,192,4478,0
2873,350,19,60,26,6028,181,204,158,4503,0
2870,355,17,85,20,6001,190,208,154,4528,0
2873,337,16,95,23,5974,182,215,171,4554,0
2877,337,16,108,27,5946,182,215,171,4579,0
2880,334,17,127,30,5919,179,215,174,4605,0
2886,329,18,150,39,5892,175,216,180,4631,0
2890,318,20,162,40,5865,162,217,193,4656,0
2900,316,23,175,56,5838,154,214,197,4682,0
2909,318,24,192,59,5811,151,211,196,4708,0
2919,311,24,212,65,5783,146,214,205,4734,0
2929,301,25,234,82,5756,142,220,214,4759,0
2942,297,26,258,102,5729,138,221,219,4785,0
2955,297,26,283,111,5702,139,222,218,4811,0
2968,296,28,306,128,5675,131,219,222,4837,0
2985,301,27,313,138,5648,137,218,216,4863,0
2995,315,20,323,155,5622,164,220,194,4890,0
3001,339,14,335,157,5595,190,219,168,4916,0
3001,15,13,350,161,5568,208,212,139,4942,0
2998,33,16,362,164,5541,215,203,119,4968,0
2991,41,15,376,160,5514,221,206,117,4994,0
2985,5,8,391,154,5487,210,224,152,5021,0
2988,315,12,408,151,5461,188,230,182,5047,0
2995,307,15,426,164,5434,178,230,192,5074,0
3004,310,13,446,167,5407,185,231,186,5100,0
3004,305,13,467,160,5381,182,232,190,5126,0
3014,321,10,488,180,5354,194,230,176,5153,0
3011,0,8,509,167,5328,209,226,155,5180,0
3014,335,7,531,180,5301,205,231,165,5206,0
3014,349,2,552,174,5275,215,235,158,5233,0
3014,90,3,573,183,5248,224,234,146,5260,0
3011,101,4,594,171,5222,226,234,144,5286,0
3011,117,3,616,177,5196,225,236,146,5313,0
3008,118,4,601,89,5169,226,236,145,5340,0
3008,114,6,571,89,5143,232,233,135,5367,0
3001,112,8,541,82,5117,235,231,128,5393,0
2998,100,12,511,79,5091,239,224,113,5420,0
2988,90,12,481,69,5064,239,220,110,5447,0
2985,76,6,451,66,5038,228,229,136,5474,0
2985,87,13,421,66,5012,239,218,108,5501,0
2972,90,14,391,53,4986,241,216,101,5528,0
2968,97,6,361,49,4960,230,231,135,5555,0
2965,99,9,331,46,4934,235,228,125,5582,0
2959,103,10,301,40,4908,237,227,120,5609,0
2955,135,7,272,36,4883,231,237,138,5636,0
2952,187,6,242,33,4857,221,244,158,5664,0
2955,128,8,212,36,4831,234,235,132,5691,0
2945,117,13,182,26,4805,242,228,113,5718,0
2942,132,11,153,23,4780,238,234,125,5745,0
2939,132,11,124,20,4754,238,234,125,5773,0
2936,117,10,95,17,4729,237,231,125,5800,0
2929,80,8,67,10,4703,231,225,127,5827,0
2926,22,8,42,7,4678,215,222,144,5855,0
2926,19,12,30,7,4652,211,214,138,5882,0
2922,11,13,30,3,4627,206,213,143,5909,0
2922,346,14,42,6,4602,192,217,162,5937,0
2926,3,13,67,17,4577,202,215,149,5964,0
2922,37,14,95,13,4552,219,208,122,5992,0
2916,0,9,124,10,4526,207,223,154,6019,0
2922,299,12,150,22,4501,185,235,190,6047,0
2929,292,8,170,29,4476,197,239,182,6074,0
2932,277,6,192,36,4452,205,241,175,6102,0
2932,298,4,216,36,4427,210,238,167,6129,0
2932,45,6,242,39,4402,222,227,141,6157,0
2929,45,5,268,39,4377,222,228,142,6185,0
2929,56,5,295,43,4353,224,228,140,6212,0
2926,76,10,319,43,4328,233,220,118,6240,0
2919,76,10,342,36,4304,233,220,118,6268,0
2916,41,5,366,33,4279,221,228,143,6295,0
2916,62,5,390,39,4255,224,230,142,6323,0
2909,101,10,402,26,4230,236,227,121,6351,0
2906,118,4,417,26,4206,226,236,145,6379,0
2909,45,3,404,42,4182,220,232,149,6407,0
2903,53,7,379,36,4158,224,225,135,6434,0
2900,45,4,351,33,4134,221,231,146,6443,0
2900,50,4,323,33,4110,221,231,146,6417,0
2896,45,8,295,33,4086,223,223,135,6390,0
2893,54,12,268,30,4063,227,213,117,6364,0
2886,63,7,242,29,4039,227,225,132,6338,0
2886,124,5,216,29,4015,229,236,140,6311,0
2883,124,11,192,26,3992,238,232,124,6285,0
2877,109,11,170,20,3968,239,228,119,6259,0
2873,95,9,150,23,3945,234,227,124,6233,0
2870,90,9,124,20,3922,235,225,121,6207,0
2863,90,15,95,16,3899,242,214,98,6181,0
2854,90,14,67,7,3876,240,218,105,6155,0
2847,90,5,42,0,3853,227,232,139,6129,0
2847,270,3,30,-2,3830,212,240,166,6103,0
2850,279,10,0,0,3807,194,242,187,6077,0
2857,294,13,30,7,3785,183,237,193,6051,0
2863,305,16,60,23,3762,173,229,196,6025,0
2873,320,16,85,26,3740,176,223,186,5999,0
2873,353,14,108,33,3717,196,215,157,5973,0
2873,0,14,134,39,3695,199,214,151,5948,0
2873,357,14,162,46,3673,197,213,153,5922,0
2873,0,15,190,46,3651,197,211,150,5896,0
2873,20,15,218,52,3629,208,206,132,5871,0
2867,27,15,234,12,3607,212,206,127,5845,0
2867,24,12,212,12,3586,213,214,135,5819,0
2863,45,10,192,16,3564,223,218,129,5794,0
2860,53,7,170,13,3543,224,224,134,5769,0
2857,63,8,150,10,3521,227,224,131,5743,0
2854,333,1,134,7,3500,216,237,158,5718,0
2859,230,4,124,23,3479,213,243,167,5692,0
2857,116,11,108,30,3458,240,229,118,5667,0
2848,107,17,85,21,3438,247,217,92,5642,0
2838,107,15,67,11,3417,245,220,100,5617,0
2832,104,14,60,5,3396,242,222,107,5592,0
2824,94,15,42,9,3376,242,216,99,5567,0
2816,79,14,30,7,3356,238,214,104,5541,0
2809,59,12,0,0,3336,229,215,117,5516,0
2804,36,11,0,0,3316,219,216,131,5492,0
2801,18,11,30,1,3296,211,216,141,5467,0
2800,5,10,60,0,3277,208,221,150,5442,0
2801,22,8,85,1,3257,215,222,144,5417,0
2797,43,10,108,1,3238,222,217,129,5392,0
2793,27,9,127,0,3219,217,221,140,5368,0
2793,16,7,150,1,3200,214,226,148,5343,0
2791,20,6,175,3,3181,216,228,149,5318,0
2791,24,5,201,4,3163,217,230,149,5294,0
2789,32,4,228,4,3144,219,230,147,5270,0
2788,48,6,242,9,3126,223,227,140,5245,0
2785,60,8,258,11,3108,226,224,132,5221,0
2782,40,4,277,13,3090,220,231,147,5196,0
2782,22,5,277,36,3072,217,229,149,5172,0
2779,6,9,255,33,3055,209,222,151,5148,0
2781,5,12,234,39,3038,205,217,149,5124,0
2778,34,14,212,36,3021,217,207,122,5100,0
2772,38,14,192,30,3004,219,209,122,5076,0
2770,43,12,170,28,2987,222,213,124,5052,0
2764,47,10,150,28,2971,224,218,128,5028,0
2762,42,7,127,26,2950,221,225,139,5005,0
2759,78,10,108,28,2920,233,222,120,4981,0
2752,95,15,85,21,2890,242,217,100,4957,0
2743,100,16,67,14,2860,244,217,98,4934,0
2735,100,12,42,6,2830,240,223,111,4910,0
2730,107,6,30,1,2800,230,233,137,4887,0
2729,135,4,0,0,2770,227,238,145,4863,0
2726,130,8,0,0,2741,234,236,134,4840,0
2721,103,13,0,0,2711,242,222,108,4817,0
2711,72,10,30,-15,2681,231,221,122,4794,0
2712,25,8,30,0,2651,216,223,143,4771,0
2709,37,10,30,0,2621,220,219,133,4748,0
2706,12,6,0,0,2591,214,228,151,4725,0
2708,303,5,30,4,2561,206,237,170,4702,0
2712,308,6,42,3,2531,204,236,171,4679,0
2714,322,8,67,10,2502,199,232,173,4657,0
2717,336,9,85,16,2472,201,229,167,4634,0
2717,345,7,108,22,2442,206,229,161,4612,0
2718,339,7,127,20,2412,206,231,163,4589,0
2720,342,6,150,23,2382,208,231,162,4567,0
2721,351,5,170,24,2352,212,232,158,4545,0
2719,45,3,192,29,2322,220,233,150,4522,0
2718,333,1,212,24,2293,216,237,158,4500,0
2720,292,5,228,34,2263,205,239,172,4478,0
2722,18,2,242,32,2233,217,234,154,4457,0
2718,72,7,258,35,2203,228,227,133,4435,0
2716,45,3,277,34,2173,220,232,148,4413,0
2720,23,2,295,38,2143,218,235,154,4392,0
2718,80,5,295,11,2114,227,230,137,4370,0
2712,82,5,268,5,2084,227,231,138,4349,0
2710,79,1,242,3,2054,220,236,152,4327,0
2711,135,1,216,0,2024,220,238,155,4306,0
2710,143,2,192,-1,1994,223,238,151,4285,0
2708,191,2,170,0,1965,219,241,158,4264,0
2710,211,1,150,1,1935,218,240,159,4243,0
2708,243,1,134,0,1905,216,239,160,4223,0
2709,265,6,124,0,1875,205,243,176,4202,0
2714,231,3,120,5,1846,214,242,166,4182,0
2713,168,6,120,4,1816,225,242,152,4161,0
2714,209,9,95,-9,1786,214,248,170,4141,0
2719,208,9,67,-4,1756,213,249,171,4121,0
2719,197,9,42,-7,1727,218,248,164,4101,0
2723,178,7,42,-6,1638,224,245,155,4041,0
2723,202,5,67,-4,1608,218,244,163,4022,0
2724,204,3,95,-3,1578,218,242,161,4002,0
2725,225,3,124,-2,1549,216,242,163,3983,0
2727,175,3,153,0,1519,221,240,156,3964,0
2724,125,6,182,-3,1489,230,236,139,3945,0
2722,112,7,212,-5,1460,232,233,133,3926,0
2720,102,11,242,-7,1430,239,225,116,3907,0
2712,102,16,272,-15,1401,245,217,95,3889,0
2702,105,18,301,-25,1371,247,215,90,3870,0
2693,105,16,331,-34,1342,245,219,99,3852,0
2687,97,15,361,-40,1312,244,216,98,3834,0
2677,93,16,391,-50,1283,243,215,97,3816,0
2668,89,15,421,-59,1253,242,214,98,3798,0
2659,84,13,451,-68,1224,238,217,107,3780,0
2654,74,10,481,-73,1194,233,220,119,3763,0
2650,70,12,474,104,1165,233,215,112,3746,0
2642,72,13,458,96,1136,235,214,108,3728,0
2636,76,13,443,95,1106,236,216,109,3711,0
2629,82,10,424,88,1077,234,222,119,3694,0
2627,85,8,404,89,1048,232,226,126,3678,0
2621,78,12,382,83,1019,235,219,114,3661,0
2605,66,14,339,73,960,233,211,107,3629,0
2599,67,12,319,67,931,232,217,116,3612,0
2593,79,10,300,61,902,234,222,119,3597,0
2590,77,9,283,64,874,232,224,125,3581,0
2586,72,10,268,60,845,232,221,120,3565,0
2580,75,11,256,54,816,234,218,115,3550,0
2572,80,12,242,46,787,236,219,113,3535,0
2565,85,12,228,39,759,237,220,112,3520,0
2555,96,7,212,29,702,232,230,131,3491,0
2553,98,8,210,27,674,234,228,126,3477,0
2547,89,10,210,21,646,235,224,120,3462,0
2543,64,6,212,17,618,226,228,136,3448,0
2540,61,9,218,14,591,227,222,128,3435,0
2533,69,13,228,7,564,233,214,110,3421,0
2527,72,8,240,1,537,230,224,127,3408,0
2526,103,9,240,0,510,235,229,125,3395,0
2518,113,10,240,26,484,238,229,120,3382,0
2516,109,9,228,26,458,236,230,124,3369,0
2510,111,7,218,20,433,232,233,134,3357,0
2510,135,4,212,20,408,226,238,146,3345,0
2509,112,9,201,33,384,235,231,127,3333,0
3011,193,6,503,89,5673,220,245,161,2989,0
3014,231,9,513,95,5683,206,249,180,3006,0
3018,219,10,524,99,5693,209,250,177,3024,0
3021,225,12,537,102,5703,204,251,182,3042,0
3027,202,8,551,105,5713,217,248,166,3060,0
3024,212,10,566,98,5723,211,250,173,3078,0
3034,233,17,582,108,5734,191,253,196,3097,0
3041,185,12,600,115,5744,222,248,157,3116,0
3034,158,15,618,108,5755,235,241,133,3135,0
3034,170,16,638,112,5766,230,245,142,3154,0
3031,172,16,658,115,5777,229,246,143,3173,0
3031,169,15,677,112,5788,230,245,142,3192,0
3027,170,14,684,108,5799,230,245,143,3212,0
3027,156,15,693,101,5811,235,241,132,3231,0
3021,128,18,702,95,5822,247,226,100,3251,0
3014,122,19,713,95,5834,249,222,93,3271,0
3004,142,11,725,85,5846,237,237,129,3291,0
3004,219,10,738,88,5858,209,250,177,3312,0
3011,201,7,752,95,5870,217,247,165,3332,0
3008,193,6,765,89,5882,220,245,161,3353,0
3014,238,10,778,95,5894,201,249,185,3373,0
3018,198,5,793,99,5907,218,244,162,3394,0
3014,198,5,808,95,5919,218,244,162,3415,0
3018,241,5,824,99,5932,211,244,171,3437,0
3018,304,5,841,102,5945,206,237,171,3458,0
3024,315,9,858,108,5958,196,233,176,3479,0
3027,352,5,876,108,5971,211,231,158,3501,0
3024,286,8,895,111,5984,199,240,181,3522,0
3034,282,10,912,121,5997,191,241,189,3544,0
3034,280,7,883,167,6011,202,241,178,3566,0
3041,261,7,853,174,6024,202,244,181,3588,0
3044,266,3,824,177,6038,211,241,167,3610,0
3044,48,7,794,177,6052,223,225,138,3632,0
3037,1,9,765,170,6065,207,223,153,3655,0
3044,321,10,735,177,6079,194,230,176,3677,0
3044,260,4,706,177,6094,210,242,170,3700,0
